qid,wikidata_qid,P7931,P6821,P8857,P7969,P9129,P3217,P6996,P2889,P4193,P535,P4108,P7352,P8094,P9644,P6192,P2503,P4116,P3051,P9195,P4620,P9280,P5452,P7434,P9495,P5871,P8462,P1185,P13492,P7929,P8143,P8356,P8172,P4963,P6303,P5259,P5324,P4819,P5316,P5536,P4820,P4638,P4159,P7607,P2949,P1819
Q54422,Q3500560,,,,,,,,,,,,,,,,,,,,,,,,,,,694441,,p=beatrice;n=d anjou,,,sw.980676,,,,,,,,,p11451.htm#i114506,Beatrice_of_Sicily_(2),,Sicilia-20,I00013814
Q54423,Q11124129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54426,Q3458673,,,,,,,,,,,,,,,,,,I3146,,,,,,,,,12967,,p=blanche;n=d anjou,,,,,,,,,,,,p11451.htm#i114505,Blanche_of_Anjou_(2),,Altavilla-18,I00013789
Q54427,Q8255120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54430,Q2057918,,,,,,,,,,,,,,,,,,,,,,,,,,,692726,,p=philippe;n=d anjou,,,,,,,,,,,,p11451.htm#i114508,Philip_of_Sicily_(1),,Sicilia-21,I00028507
Q54431,Q45680845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54434,Q771859,,,,,,,,,,59117145,,,,,,,,I3180,,,,,,,,,153381,,p=clementia;n=von habsburg;oc=1,,,dw.1463,,,,,,,,,p11383.htm#i113828,Klementia_of_Habsburg_(1),,Habsburg-19,I00027065
Q54435,Q45406557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54438,Q213061,,,,,,,,,,96343349,,,,,,,,,,,,,,,,,161265,,p=carobert;n=d anjou,,,dw.1621,,,,,,,,,p11417.htm#i114166,Charles_I_of_Hungary_(1),,D'Anjou-119,I00020805
Q54439,Q109350274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54442,Q230081,,,,,,,,,,21063,,,,,,,,I3177,,,,,,,,,153382,,p=clemence;n=d anjou,,,dw.1903,,,,,,,,,p10313.htm#i103127,Clementia_of_Hungary_(1),,Anjou-343,I00014177
Q54443,Q45681163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54446,Q4877224,,,,,,,,,,,,,,,,,,,,,,,,,,,712583,,p=beatrice;n=d anjou;oc=1,,,dw.1902,,,,,,,,,p11417.htm#i114164,Beatrice_of_Hungary_(1),,,I00027066
Q54447,Q45406571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54450,Q525653,,,,,,,,,,,,,,,,,,,,,,,,,,,712634,,p=violanta;n=de aragon,,,,,,,,,,,,p11336.htm#i113353,Yolanda_of_Aragon_(1),,,I00013514
Q54451,Q45406577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54454,Q774919,,,,,,,,,,,,,,,,,,,,,,,,,,,712713,,p=sancia;n=de aragon,,,,,,,,,,,,p11452.htm#i114515,Sancha_of_Majorca_(1),,,I00126943
Q54455,Q67523828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54458,Q201737,,,,,,,,,,,,,,,,,,,,,,,,,,,712531,,p=charles;n=d anjou,,,dw.9395,,,,,,,,,p11418.htm#i114175,"Charles,_Duke_of_Calabria_(1)",,Anjou_de_Calabria-1,I00007886
Q54459,Q45682618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54462,Q42376712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=carlo;n=d artus,,,,,,,,,,,,,,,,
Q54463,Q98141322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54464,Q45497877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54467,Q260269,,,,,,,,,,,,,,,,,,,,,,,,,,,712742,,p=catherine;n=de valois,,,,,,,,,,,,p11452.htm#i114512,Catherine_of_Valois_(2),,Valois-89,I00005240
Q54468,Q45422131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54471,Q738040,,,,,,,,,,,,,,,,,,,,,,,,,,,28609|712690,,p=louis;n=d anjou;oc=3,,,dw.1915,,,,,,,,,p11452.htm#i114514,"Louis,_Prince_of_Taranto_(1)",,Anjou-336,I00033553
Q54472,Q45497852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54475,Q878347,,,,,,,,,,,,,,,,,,,,,,,,,,,703518,,p=robert;n=d anjou;oc=1,,,,,,,,,,,,,"Robert,_Prince_of_Taranto_(1)",,D'Anjou-Sicile-1,I00330578
Q54476,Q45603929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54479,Q658100,,,,,,,,,,,,,,,,,,,,,,,,,,,712545,,p=philippe;n=d anjou;oc=2,,,dw.9143,,,,,,,,,p11454.htm#i114532,"Philip_II,_Prince_of_Taranto_(1)",,,I00033556
Q54480,Q45604183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54483,Q770469,,,,,,,,,,,,,,,,,,,,,,,,,,,712758,,p=marguerite;n=d anjou;oc=3,,,,,,,,,,,,,Margaret_of_Taranto_(1),,,I00079812
Q54484,Q45556565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54487,Q75290785,,,,,,,,,,,,,,,,,,,,,,,,,,,10584,,p=marguerite;n=de clermont;oc=1,,,,,,,,,,,,p4200.htm#i41996,Margaret_of_Clermont_(1),,Clermont-79,I00330640
Q54488,Q65803579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54491,Q45602572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54492,Q287015,,,,,,,,,,,,,,,,,,,,,,,,,,,705012,,p=mathilde;n=d avesnes,,,,,,,,,,,,p4205.htm#i42041|p11379.htm#i113785,Matilda_of_Hainaut_(1),,Avesnes-98,I00106563
Q54495,Q45602635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54496,Q43476870,,,,,,,,,,,,,,,,,,,,,,,,,,,712786,,p=agnes;n=de talleyrand perigord;oc=1,,,,,,,,,,,,p11453.htm#i114522,Agnes_de_Périgord_(1),,,I00161633
Q54499,Q45602700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54500,Q3436732,,,,,,,,,,,,,,,,,,,,,,,,,,,712906,,p=robert;n=d anjou;oc=2,,,,,,,,,,,,p11453.htm#i114524,Robert_of_Durazzo_(1),,,I00161634
Q54503,Q65806597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54504,Q581918,,,,,,,,,,,,,,,,,,,,,,,,,,,712701,,p=charles;n=d anjou;oc=3,,,,,,,,,,,,p11453.htm#i114529,"Charles,_Duke_of_Durazzo_(1)",,,I00033549
Q54507,Q65806596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54508,Q631524,,,,,,,,,,,,,,,,,,,,,,,,,,,712865,,p=louis;n=d anjou;oc=4,,,,,,,,,,,,p11453.htm#i114525,Louis_of_Durazzo_(1),,,I00109468
Q54511,Q45437531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54512,Q7610929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=etienne;n=d anjou;oc=1,,,,,,,,,,,,,Stephen_of_Durazzo_(1),,,
Q54515,Q45437593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54516,Q270438,,,,,,,,,,21057,,,,,,,,I3037,,,,,,,,,28990,,p=charles;n=de valois,,,dw.2110,,,,,,,,,p11368.htm#i113673,Charles_of_Valois_(1),,Capet-25,I00000227
Q54519,Q45437655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54520,Q170586,,,,,,,,,,21104,,,,,,,,I3150,,,,,,,,,28832,,p=philippe;n=de valois;oc=6,,,sg.138150,,,,,,,,,p10314.htm#i103134,Philip_VI_of_France_(1),,Valois-119,I00000226
Q54523,Q45479767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54524,Q916305,,,,,,,,,,,,,,,,,,,,,,,,,,,137903,,p=jeanne;n=de valois,,,sg.134281,,,,,,,,,p10725.htm#i107242,Joan_of_Valois_(3),,Valois-6,I00005237
Q54527,Q45603088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54528,Q1034017,,,,,,,,,,,,,,,,,,,,,,,,,,,433252,,p=marguerite;n=de valois,,,,,,,,,,,,p149.htm#i1487,Marguerite_of_Valois_(1),,Valois-15,I00005236
Q54531,Q45603155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54532,Q1384129,,,,,,,,,,21053,,,,,,,,,,,,,,,,,505119,,p=charles;n=de valois;oc=2,,,sw.181744,,,,,,,,,p11362.htm#i113619,Charles_II_of_Alençon_(1),,Valois-16,I00007607
Q54535,Q45603348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54536,Q772606,,,,,,,,,,,,,,,,,,,,,,,,,,,409497,,p=isabelle;n=de valois,,,,,,,,,,,,p4169.htm#i41690,Isabel_Valois_(1),,Valois-14,I00005238
Q54539,Q45603414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54540,Q312735,,,,,,,,,,,,,,,,,,I2658,,,,,,,,,141057,,p=jaime;n=de aragon;oc=2,,,dw.8206,,,,,,,,,p11337.htm#i113364,James_II_of_Aragon_(1),,Aragón-129,I00013509
Q54543,Q45603478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54544,Q380088,,,,,,,,,,,,,,,,,,I5324,,,,,,,,,135277,,p=alfonso;n=de aragon;oc=4,,,sg.138345,,,,,,,,,p11337.htm#i113370,Alfonso_IV_of_Aragon_(1),,Aragón-128,I00013511
Q54547,Q65803884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54548,Q2635585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11344.htm#i113440,"Maria_of_Aragon,_Lady_of_Cameros_(1)",,,I00372469
Q54551,Q1799031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54552,Q441662,,,,,,,,,,,,,,,,,,I3345,,,,,,,,,820540,,p=isabel;n=de aragon;oc=1,,,dw.1541,,,,,,,,,p11385.htm#i113844,Isabella_of_Aragon_(2),,,I00341467
Q54555,Q2666817,,,,,,,,,,,,,,,,,,,,,,,,,,,644446,,,,,,,,,,,,,,,,,,
Q54556,Q3903970,,,,,,,,,,,,,,,,,,,,,,,,,,,821709,,p=pedro;n=de aragon,,,,,,,,,,,,,Infante_don_Pedro_de_Aragón_(1),,Aragon-238,I00093509
Q54559,Q464086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54560,Q774846,,,,,,,,,,,,,,,,,,,,,,,,,,,712720,,p=violante;n=de aragon;oc=3,,,,,,,,,,,,,Violante_d'Aragona_(1),,,I00485378
Q54563,Q2420583,,,,,,,,,,,,,,,,,,,,,,,,,,,1206269,,,,,,,,,,,,,,,,,,
Q54564,Q19998081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54567,Q1021860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54568,Q3687650,,,,,,,,,,,,,,,,,,,,,,,,,,,895803,,,,,,,,,,,,,,p4209.htm#i42088,Constanza_de_Aragón_(2),,,I00275688
Q54571,Q1910177,,,,,,,,,,,,,,,,,,,,,,,,,,,644451,,,,,,,,,,,,,,,,,,
Q54572,Q2466099,,,,,,,,,,,,,,,,,,,,,,,,,,,895383,,,,,,,,,,,,,,,James_of_Aragon_(1),,,I00485375
Q54575,Q45462421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54576,Q2010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54579,Q26209530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54580,Q3929569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=ramon berenguer;n=de aragon;oc=1,,,,,,,,,,,,,Raimondo_Berengario_d'Aragona_(1),,,I00400234
Q54583,Q26209539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54585,Q367226,,,,,,,,,,92878352,,,,,,,,I2659,,,,,,,,,137916,,p=fadrique;n=de aragon;oc=2,,,dw.8151,,,,,,,,,p360.htm#i3600,Frederick_III_of_Sicily_(1),,Sicilia-23,I00013517
Q54587,Q7979772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54589,Q378250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=constance;n=de aragon,,,,,,,,,,,,,Constance_of_Sicily_(2),,,I00013530
Q54591,Q65804872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54593,Q381273,,,,,,,,,,,,,,,,,,I5331,,,,,,,,,137915,,p=pedro;n=de aragon;oc=12,,,dw.8218,,,,,,,,,p11337.htm#i113361,Peter_II_of_Sicily_(1),,Sicilia-16,I00013525
Q54595,Q45487966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54597,Q1388172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sw.980655,,,,,,,,,p11336.htm#i113359,Manfredo_Sicily_(1),,Sicilia-61,I00013533
Q54599,Q45420615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54601,Q2010317,,,,,,,,,,,,,,,,,,,,,,,,,,,11401,,p=isabel;n=de aragon;oc=5,,,dw.2308,,,,,,,,,p361.htm#i3601,Elisabeth_of_Sicily_(1),,Sicilia-15,I00013532
Q54603,Q45581440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54605,Q1060357,,,,,,,,,,160727933,,,,,,,,,,,,,,,,,,,,,,sw.980656,,,,,,,,,p11336.htm#i113360,Guglielmo_Sicily_(1),,Sicilia-27,
Q54607,Q45581503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54609,Q557092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giovanni_Sicily_(1),,Sicilia-30,
Q54611,Q45581567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54613,Q1788074,,,,,,,,,,,,,,,,,,I3271,,,,,,,,,,,p=margarita;n=de aragon,,,dw.2115,,,,,,,,,,Margarete_of_Sicily_(1),,,I00013534
Q54615,Q45558309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54617,Q878340,,,,,,,,,,,,,,,,,,,,,,,,,,,712943,,p=sancho;n=de aragon;oc=4,,,,,,,,,,,,p4205.htm#i42044,Sancho_de_Mallorca_(1),,,I00126945
Q54619,Q45499345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54621,Q20003360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=jaime;n=de ejerica,,,,,,,,,,,,,Jaime_Ejerica_(1),,,I00399276
Q54623,Q10271786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54625,Q16626846,,,,,,,,,,,,,,,,,,,,,,,,,,,1421227,,p=bertrand;n=des baux;oc=4,,,,,,,,,,,,p352.htm#i3511,Bertrand_De_Baux_(1),,Baux-17,I00079808
Q54627,Q9755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54629,Q2124082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=azzo;n=d este;oc=8,,,,,,,,,,,,p4205.htm#i42046,Azzo_d'Este_(1),,Este-65,I00114039
Q54631,Q65805518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54633,Q16674336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=marie;n=de berre,,,,,,,,,,,,p55201.htm#i552001,Marie_des_Baux_(1),,,I00496075
Q54635,Q65805517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54637,Q17453190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=fresco;n=d este,,,,,,,,,,,,p16403.htm#i164027,,,,
Q54639,Q45525736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54641,Q1001451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54643,Q45652300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54645,Q116948393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54647,Q24834458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54649,Q2586529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54651,Q65806874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54653,Q2588333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54655,Q45420389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54657,Q11719581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sw.980623,,,,,,,,,,,,,
Q54659,Q45474627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54661,Q85123987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54663,Q45475015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54665,Q18639857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54667,Q45475331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54669,Q120350,,,,,,,,,,,,,,,,,,,,,,,,,,,354134,,,,,,,,,,,,,,p14556.htm#i145557,Ivan_Stephen_of_Bulgaria_(1),,,
Q54671,Q45475394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54673,Q7499093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54675,Q45475844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54677,Q7901091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54679,Q45475907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54681,Q1289015,,,,,,,,,,,,,,,,,,,,,,,,,,,418211,,p=stjepan;n=kotromanic,,,,,,,,,,,,,"Stephen_I,_Ban_of_Bosnia_(1)",,,I00165012
Q54683,Q45420387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54685,Q965795,,,,,,,,,,,,,,,,,,,,,,,,,,,418214,,p=stjepan;n=kotromanic;oc=1,,,dw.1847,,,,,,,,,p11418.htm#i114177,"Stephen_II,_Ban_of_Bosnia_(1)",,,I00352403
Q54687,Q45476350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54689,Q2750878,,,,,,,,,,,,,,,,,,,,,,,,,,,418145,,p=vladislav;n=kotromanic,,,,,,,,,,,,,Vladislaus_of_Bosnia_(1),,,I00107906
Q54691,Q45476478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54693,Q16109272,,,,,,,,,,,,,,,,,,,,,,,,,,,865361,,p=ninoslav;n=kotromanic,,,,,,,,,,,,,,,,I00165008
Q54695,Q45476605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54696,Q17998203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54699,Q45476159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54700,Q23015724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00764764
Q54703,Q45505212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54707,Q45476032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54711,Q45476096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54715,Q45503665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54719,Q45504492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54721,Q451949,,,,,,,,,,,,,,,,,,I3027,,,,,,,,,11718,,p=amedee;n=de savoie;oc=4,,,dw.8079,,,,,,,,,p782.htm#i7815,"Amadeus_IV,_Count_of_Savoy_(1)",,Savoie-1252,I00049930
Q54723,Q16904984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54727,Q45496919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54729,Q2929521,,,,,,,,,,,,,,,,,,I3026,,,,,,,,,136353,,p=beatrice;n=de savoie;oc=1,,,dw.8052,,,,,,,,,p49159.htm#i491585,Beatrice_De_Savoy_(3),,Savoie-271,I00013537
Q54731,Q45681440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54733,Q30887770,,,,,,,,,,,,,,,,,,,,,,,,,,,578359,,p=aymar;n=de poitiers;oc=3,,,,,,,,,,,,p11649.htm#i116488,Aymar_de_Poitiers_(2),,Poitiers-92,I00026441
Q54735,Q45681471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54737,Q62647,,,,,,,,,,,,,,,,,,,,,,,,,,,627295,,p=albrecht;n=von braunschweig luneburg,,,dw.2902,,,,,,,,,p536.htm#i5355,"Albert_I,_Duke_of_Brunswick-Lüneburg_(1)",,Braunschweig-Lüneburg-19,I00012346
Q54739,Q45498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54741,Q566500,,,,,,,,,,,,,,,,,,,,,,,,,,,327673,,p=gerhard;n=von holstein schauenburg,,,dw.5396,,,,,,,,,p11292.htm#i112911,"Gerhard_I,_Count_of_Holstein-Itzehoe_(1)",,Holstein-31,I00023818
Q54743,Q45499109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54745,Q70828,,,,,,,,,,,,,,,,,,,,,,,,,,,615883,,p=heinrich;n=von braunschweig grubenhagen,,,dw.2871,,,,,,,,,p11399.htm#i113986,"Henry_I,_Duke_of_Brunswick-Grubenhagen_(1)",,UNKNOWN-77933,I00015341
Q54747,Q65809823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54749,Q553131,,,,,,,,,,,,,,,,,,,,,,,,,,,917702,,p=wilhelm;n=von braunschweig wolfenbuttel,,,sw.980636,,,,,,,,,p781.htm#i7807,"William_I,_Duke_of_Brunswick-Lüneburg_(1)",,Welf-79,I00008786
Q54751,Q11053517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54753,Q75877,,,,,,,,,,120377027,,,,,,,,,,,,,,,,,627296,,p=albrecht;n=von braunschweig gottingen,,,dw.5423,,,,,,,,,p535.htm#i5342,"Albert_II,_Duke_of_Brunswick-Lüneburg_(1)",,Welf-17,I00015339
Q54755,Q45678375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54757,Q677345,,,,,,,,,,120372910,,,,,,,,,,,,,,,,,911712,,,,,,,,,,,,,,p781.htm#i7809,Luther_von_Braunschweig_(1),,Braunschweig-18,I00434096
