qid,property_count,properties,restored_from_xml,entity_type
Q38875,1,P39,False,unlabeled
Q38883,1,P39,False,unlabeled
Q38887,1,P39,False,unlabeled
Q38895,1,P39,False,unlabeled
Q38899,1,P39,False,unlabeled
Q38903,1,P39,False,unlabeled
Q38907,1,P39,False,unlabeled
Q38911,1,P39,False,unlabeled
Q38919,1,P39,False,unlabeled
Q38923,1,P39,False,unlabeled
Q38935,1,P39,False,unlabeled
Q38943,1,P39,False,unlabeled
Q38947,1,P39,False,unlabeled
Q38951,1,P39,False,unlabeled
Q38955,1,P39,False,unlabeled
Q38959,1,P39,False,unlabeled
Q38963,1,P39,False,unlabeled
Q38971,1,P39,False,unlabeled
Q38987,1,P39,False,unlabeled
Q38991,1,P39,False,unlabeled
Q38995,1,P39,False,unlabeled
Q38999,1,P39,False,unlabeled
Q39011,1,P39,False,unlabeled
Q39015,1,P39,False,unlabeled
Q39019,1,P39,False,unlabeled
Q39028,1,P39,False,unlabeled
Q39032,1,P39,False,unlabeled
Q39064,1,P39,False,unlabeled
Q39076,1,P39,False,unlabeled
Q39084,1,P39,False,unlabeled
Q39100,1,P39,False,unlabeled
Q39104,1,P39,False,unlabeled
Q39108,1,P39,False,unlabeled
Q39112,1,P39,False,unlabeled
Q39136,1,P39,False,unlabeled
Q39140,1,P39,False,unlabeled
Q39144,1,P39,False,unlabeled
Q39156,1,P39,False,unlabeled
Q39209,1,P39,False,unlabeled
Q39213,1,P39,False,unlabeled
Q39249,1,P39,False,unlabeled
Q39253,1,P39,False,unlabeled
Q39257,1,P39,False,unlabeled
Q39261,1,P39,False,unlabeled
Q39265,1,P39,False,unlabeled
Q39273,1,P39,False,unlabeled
Q39337,1,P39,False,unlabeled
Q39477,1,P39,False,unlabeled
Q39481,1,P39,False,unlabeled
Q39498,1,P39,False,unlabeled
Q39610,1,P39,False,unlabeled
Q39824,1,P39,False,unlabeled
Q4049,1,P39,False,unlabeled
Q4067,1,P39,False,unlabeled
Q4118,1,P39,False,unlabeled
Q41351,1,P39,False,unlabeled
Q41439,1,P39,False,unlabeled
Q4199,1,P39,False,unlabeled
Q4210,1,P39,False,unlabeled
Q4257,1,P39,False,unlabeled
Q43009,1,P39,False,unlabeled
Q43012,1,P39,False,unlabeled
Q43020,1,P39,False,unlabeled
Q43025,1,P39,False,unlabeled
Q43033,1,P39,False,unlabeled
Q43061,1,P39,False,unlabeled
Q43065,1,P39,False,unlabeled
Q43073,1,P39,False,unlabeled
Q43081,1,P39,False,unlabeled
Q43085,1,P39,False,unlabeled
Q43137,1,P39,False,unlabeled
Q43173,1,P39,False,unlabeled
Q43197,1,P39,False,unlabeled
Q43201,1,P39,False,unlabeled
Q43213,1,P39,False,unlabeled
Q43225,1,P39,False,unlabeled
Q43229,1,P39,False,unlabeled
Q43291,1,P39,False,unlabeled
Q43299,1,P39,False,unlabeled
Q43332,1,P39,False,unlabeled
Q43364,1,P39,False,unlabeled
Q43448,1,P39,False,unlabeled
Q43452,1,P39,False,unlabeled
Q43480,1,P39,False,unlabeled
Q43580,1,P39,False,unlabeled
Q43584,1,P39,False,unlabeled
Q43588,1,P39,False,unlabeled
Q43934,1,P39,False,unlabeled
Q43978,1,P39,False,unlabeled
Q44441,1,P39,False,unlabeled
Q44554,1,P39,False,unlabeled
Q4583,1,P39,False,unlabeled
Q4607,1,P39,False,unlabeled
Q46590,6,"P39,P47,P5,P11,P15,P60",True,restored
Q4726,1,P39,False,unlabeled
Q47272,6,"P39,P48,P5,P11,P15,P60",True,restored
Q47284,6,"P39,P48,P5,P11,P15,P60",True,restored
Q4750,1,P39,False,unlabeled
Q48323,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q48379,6,"P39,P20,P5,P11,P15,P60",True,restored
Q48436,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q4846,1,P39,False,unlabeled
Q48464,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q48810,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q4886,1,P39,False,unlabeled
Q48874,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q48962,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q4901,1,P39,False,unlabeled
Q49047,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q49124,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q4918,1,P39,False,unlabeled
Q49188,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q49239,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q4925,1,P39,False,unlabeled
Q49271,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q49295,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q49687,8,"P39,P42,P20,P47,P5,P11,P15,P60",True,restored
Q49691,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q50084,7,"P39,P20,P47,P5,P11,P15,P60",True,restored
Q50188,7,"P39,P20,P47,P5,P11,P15,P60",True,restored
Q50257,6,"P39,P20,P5,P11,P15,P60",True,restored
Q50265,7,"P39,P20,P47,P5,P11,P15,P60",True,restored
Q50327,7,"P39,P20,P47,P5,P11,P15,P60",True,restored
Q50376,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q50428,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q50540,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q50544,9,"P39,P42,P20,P47,P48,P5,P11,P15,P60",True,restored
Q50613,8,"P39,P47,P42,P20,P5,P11,P15,P60",True,restored
Q50617,8,"P39,P48,P42,P20,P5,P11,P15,P60",True,restored
Q50669,9,"P39,P42,P20,P47,P48,P5,P11,P15,P60",True,restored
Q50705,9,"P39,P47,P48,P42,P20,P5,P11,P15,P60",True,restored
Q50779,1,P39,False,unlabeled
Q50784,1,P39,False,unlabeled
Q50789,1,P39,False,unlabeled
Q50794,1,P39,False,unlabeled
Q50799,1,P39,False,unlabeled
Q50804,1,P39,False,unlabeled
Q50809,1,P39,False,unlabeled
Q50814,1,P39,False,unlabeled
Q50819,1,P39,False,unlabeled
Q50824,1,P39,False,unlabeled
Q50829,1,P39,False,unlabeled
Q50834,1,P39,False,unlabeled
Q50839,1,P39,False,unlabeled
Q50844,1,P39,False,unlabeled
Q50849,1,P39,False,unlabeled
Q50854,1,P39,False,unlabeled
Q50859,1,P39,False,unlabeled
Q50864,1,P39,False,unlabeled
Q50869,1,P39,False,unlabeled
Q50874,1,P39,False,unlabeled
Q50879,1,P39,False,unlabeled
Q50884,1,P39,False,unlabeled
Q50889,1,P39,False,unlabeled
Q50894,1,P39,False,unlabeled
Q50899,1,P39,False,unlabeled
Q50904,1,P39,False,unlabeled
Q50909,1,P39,False,unlabeled
Q50914,1,P39,False,unlabeled
Q50919,1,P39,False,unlabeled
Q50924,1,P39,False,unlabeled
Q50929,1,P39,False,unlabeled
Q50934,1,P39,False,unlabeled
Q50940,1,P39,False,unlabeled
Q50945,1,P39,False,unlabeled
Q50950,1,P39,False,unlabeled
Q50955,1,P39,False,unlabeled
Q50960,1,P39,False,unlabeled
Q50965,1,P39,False,unlabeled
Q50970,1,P39,False,unlabeled
Q50975,1,P39,False,unlabeled
Q50980,1,P39,False,unlabeled
Q50985,1,P39,False,unlabeled
Q50990,1,P39,False,unlabeled
Q50995,1,P39,False,unlabeled
Q51000,1,P39,False,unlabeled
Q51005,1,P39,False,unlabeled
Q51010,1,P39,False,unlabeled
Q51015,1,P39,False,unlabeled
Q51020,1,P39,False,unlabeled
Q51025,1,P39,False,unlabeled
Q51030,1,P39,False,unlabeled
Q51035,1,P39,False,unlabeled
Q51040,1,P39,False,unlabeled
Q51045,1,P39,False,unlabeled
Q51050,1,P39,False,unlabeled
Q51055,1,P39,False,unlabeled
Q51060,1,P39,False,unlabeled
Q51065,1,P39,False,unlabeled
Q51070,1,P39,False,unlabeled
Q51075,1,P39,False,unlabeled
Q51080,1,P39,False,unlabeled
Q51085,1,P39,False,unlabeled
Q51090,1,P39,False,unlabeled
Q51095,1,P39,False,unlabeled
Q51100,1,P39,False,unlabeled
Q51105,1,P39,False,unlabeled
Q51110,1,P39,False,unlabeled
Q51115,1,P39,False,unlabeled
Q51120,1,P39,False,unlabeled
Q51125,1,P39,False,unlabeled
Q51130,1,P39,False,unlabeled
Q51135,1,P39,False,unlabeled
Q51140,1,P39,False,unlabeled
Q51145,1,P39,False,unlabeled
Q51150,1,P39,False,unlabeled
Q51155,1,P39,False,unlabeled
Q51160,1,P39,False,unlabeled
Q51165,1,P39,False,unlabeled
Q51170,1,P39,False,unlabeled
Q51175,1,P39,False,unlabeled
Q51180,1,P39,False,unlabeled
Q51185,1,P39,False,unlabeled
Q51190,1,P39,False,unlabeled
Q51195,1,P39,False,unlabeled
Q51199,1,P39,False,unlabeled
Q51204,1,P39,False,unlabeled
Q51209,1,P39,False,unlabeled
Q51214,1,P39,False,unlabeled
Q51219,1,P39,False,unlabeled
Q51224,1,P39,False,unlabeled
Q51229,1,P39,False,unlabeled
Q51234,1,P39,False,unlabeled
Q51239,1,P39,False,unlabeled
Q51244,1,P39,False,unlabeled
Q51249,1,P39,False,unlabeled
Q51254,1,P39,False,unlabeled
Q51259,1,P39,False,unlabeled
Q51264,1,P39,False,unlabeled
Q51269,1,P39,False,unlabeled
Q51274,1,P39,False,unlabeled
Q51279,1,P39,False,unlabeled
Q51284,1,P39,False,unlabeled
Q51289,1,P39,False,unlabeled
Q51294,1,P39,False,unlabeled
Q51299,1,P39,False,unlabeled
Q51304,1,P39,False,unlabeled
Q51309,1,P39,False,unlabeled
Q51314,1,P39,False,unlabeled
Q51319,1,P39,False,unlabeled
Q51324,1,P39,False,unlabeled
Q51329,1,P39,False,unlabeled
Q51334,1,P39,False,unlabeled
Q51340,1,P39,False,unlabeled
Q51345,1,P39,False,unlabeled
Q51350,1,P39,False,unlabeled
Q51355,1,P39,False,unlabeled
Q51360,1,P39,False,unlabeled
Q51365,1,P39,False,unlabeled
Q51370,1,P39,False,unlabeled
Q51375,1,P39,False,unlabeled
Q51380,1,P39,False,unlabeled
Q51385,1,P39,False,unlabeled
Q51390,1,P39,False,unlabeled
Q51395,1,P39,False,unlabeled
Q51400,1,P39,False,unlabeled
Q51405,1,P39,False,unlabeled
Q51410,1,P39,False,unlabeled
Q51415,1,P39,False,unlabeled
Q51420,1,P39,False,unlabeled
Q51425,1,P39,False,unlabeled
Q51430,1,P39,False,unlabeled
Q51432,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q51435,1,P39,False,unlabeled
Q51440,1,P39,False,unlabeled
Q51445,1,P39,False,unlabeled
Q51450,1,P39,False,unlabeled
Q51455,1,P39,False,unlabeled
Q51460,1,P39,False,unlabeled
Q51462,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q51465,1,P39,False,unlabeled
Q51469,1,P39,False,unlabeled
Q51473,1,P39,False,unlabeled
Q51477,1,P39,False,unlabeled
Q51481,1,P39,False,unlabeled
Q51485,1,P39,False,unlabeled
Q51489,1,P39,False,unlabeled
Q51493,1,P39,False,unlabeled
Q51497,1,P39,False,unlabeled
Q51501,1,P39,False,unlabeled
Q51505,1,P39,False,unlabeled
Q51509,1,P39,False,unlabeled
Q51513,1,P39,False,unlabeled
Q51516,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q51517,1,P39,False,unlabeled
Q51521,1,P39,False,unlabeled
Q51525,1,P39,False,unlabeled
Q51529,1,P39,False,unlabeled
Q51533,1,P39,False,unlabeled
Q51537,1,P39,False,unlabeled
Q51541,1,P39,False,unlabeled
Q51545,1,P39,False,unlabeled
Q51549,1,P39,False,unlabeled
Q51553,1,P39,False,unlabeled
Q51557,1,P39,False,unlabeled
Q51561,1,P39,False,unlabeled
Q51565,1,P39,False,unlabeled
Q51569,1,P39,False,unlabeled
Q51573,1,P39,False,unlabeled
Q51577,1,P39,False,unlabeled
Q51581,1,P39,False,unlabeled
Q51585,1,P39,False,unlabeled
Q51589,1,P39,False,unlabeled
Q51593,1,P39,False,unlabeled
Q51597,1,P39,False,unlabeled
Q51601,1,P39,False,unlabeled
Q51605,1,P39,False,unlabeled
Q51609,1,P39,False,unlabeled
Q51613,1,P39,False,unlabeled
Q51617,1,P39,False,unlabeled
Q51621,1,P39,False,unlabeled
Q51625,1,P39,False,unlabeled
Q51629,1,P39,False,unlabeled
Q51633,1,P39,False,unlabeled
Q51637,1,P39,False,unlabeled
Q51641,1,P39,False,unlabeled
Q51645,1,P39,False,unlabeled
Q51650,1,P39,False,unlabeled
Q51654,1,P39,False,unlabeled
Q51658,1,P39,False,unlabeled
Q51662,1,P39,False,unlabeled
Q51666,1,P39,False,unlabeled
Q51670,1,P39,False,unlabeled
Q51674,1,P39,False,unlabeled
Q51678,1,P39,False,unlabeled
Q51682,1,P39,False,unlabeled
Q51686,1,P39,False,unlabeled
Q51690,1,P39,False,unlabeled
Q51694,1,P39,False,unlabeled
Q51698,1,P39,False,unlabeled
Q51702,1,P39,False,unlabeled
Q51706,1,P39,False,unlabeled
Q51710,1,P39,False,unlabeled
Q51714,1,P39,False,unlabeled
Q51718,1,P39,False,unlabeled
Q51722,1,P39,False,unlabeled
Q51726,1,P39,False,unlabeled
Q51730,1,P39,False,unlabeled
Q51734,1,P39,False,unlabeled
Q51738,1,P39,False,unlabeled
Q51742,1,P39,False,unlabeled
Q51746,1,P39,False,unlabeled
Q51750,1,P39,False,unlabeled
Q51754,1,P39,False,unlabeled
Q51758,1,P39,False,unlabeled
Q51762,1,P39,False,unlabeled
Q51766,1,P39,False,unlabeled
Q51770,1,P39,False,unlabeled
Q51774,1,P39,False,unlabeled
Q51778,1,P39,False,unlabeled
Q51782,1,P39,False,unlabeled
Q51786,1,P39,False,unlabeled
Q51790,1,P39,False,unlabeled
Q51794,1,P39,False,unlabeled
Q51798,1,P39,False,unlabeled
Q51802,1,P39,False,unlabeled
Q51807,1,P39,False,unlabeled
Q51811,1,P39,False,unlabeled
Q51815,1,P39,False,unlabeled
Q51819,1,P39,False,unlabeled
Q51823,1,P39,False,unlabeled
Q51827,1,P39,False,unlabeled
Q51831,1,P39,False,unlabeled
Q51835,1,P39,False,unlabeled
Q51839,1,P39,False,unlabeled
Q51843,1,P39,False,unlabeled
Q51847,1,P39,False,unlabeled
Q51851,1,P39,False,unlabeled
Q51855,1,P39,False,unlabeled
Q51859,1,P39,False,unlabeled
Q51863,1,P39,False,unlabeled
Q51867,1,P39,False,unlabeled
Q51871,1,P39,False,unlabeled
Q51875,1,P39,False,unlabeled
Q51879,1,P39,False,unlabeled
Q51883,1,P39,False,unlabeled
Q51887,1,P39,False,unlabeled
Q51891,1,P39,False,unlabeled
Q51895,1,P39,False,unlabeled
Q51899,1,P39,False,unlabeled
Q51903,1,P39,False,unlabeled
Q51907,1,P39,False,unlabeled
Q51911,1,P39,False,unlabeled
Q51915,1,P39,False,unlabeled
Q51919,1,P39,False,unlabeled
Q51923,1,P39,False,unlabeled
Q51927,1,P39,False,unlabeled
Q51931,1,P39,False,unlabeled
Q51934,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q51935,1,P39,False,unlabeled
Q51939,1,P39,False,unlabeled
Q51943,1,P39,False,unlabeled
Q51947,1,P39,False,unlabeled
Q51951,1,P39,False,unlabeled
Q51955,1,P39,False,unlabeled
Q51959,1,P39,False,unlabeled
Q51963,1,P39,False,unlabeled
Q51967,1,P39,False,unlabeled
Q51971,1,P39,False,unlabeled
Q51975,1,P39,False,unlabeled
Q51979,1,P39,False,unlabeled
Q51983,1,P39,False,unlabeled
Q51987,1,P39,False,unlabeled
Q51991,1,P39,False,unlabeled
Q51995,1,P39,False,unlabeled
Q51999,1,P39,False,unlabeled
Q52003,1,P39,False,unlabeled
Q52007,1,P39,False,unlabeled
Q52011,1,P39,False,unlabeled
Q52015,1,P39,False,unlabeled
Q52019,1,P39,False,unlabeled
Q52023,1,P39,False,unlabeled
Q52027,1,P39,False,unlabeled
Q52031,1,P39,False,unlabeled
Q52035,1,P39,False,unlabeled
Q52039,1,P39,False,unlabeled
Q52043,1,P39,False,unlabeled
Q52047,1,P39,False,unlabeled
Q52051,1,P39,False,unlabeled
Q52055,1,P39,False,unlabeled
Q52059,1,P39,False,unlabeled
Q52063,1,P39,False,unlabeled
Q52067,1,P39,False,unlabeled
Q52071,1,P39,False,unlabeled
Q52075,1,P39,False,unlabeled
Q52079,1,P39,False,unlabeled
Q52083,1,P39,False,unlabeled
Q52087,1,P39,False,unlabeled
Q52091,1,P39,False,unlabeled
Q52095,1,P39,False,unlabeled
Q52099,1,P39,False,unlabeled
Q52103,1,P39,False,unlabeled
Q52107,1,P39,False,unlabeled
Q52111,1,P39,False,unlabeled
Q52115,1,P39,False,unlabeled
Q52119,1,P39,False,unlabeled
Q52123,1,P39,False,unlabeled
Q52127,1,P39,False,unlabeled
Q52131,1,P39,False,unlabeled
Q52135,1,P39,False,unlabeled
Q52139,1,P39,False,unlabeled
Q52143,1,P39,False,unlabeled
Q52147,1,P39,False,unlabeled
Q52151,1,P39,False,unlabeled
Q52176,1,P39,False,unlabeled
Q52180,1,P39,False,unlabeled
Q52188,1,P39,False,unlabeled
Q52192,1,P39,False,unlabeled
Q52200,1,P39,False,unlabeled
Q52204,1,P39,False,unlabeled
Q52216,1,P39,False,unlabeled
Q52240,1,P39,False,unlabeled
Q52244,1,P39,False,unlabeled
Q52248,1,P39,False,unlabeled
Q52264,1,P39,False,unlabeled
Q52272,1,P39,False,unlabeled
Q52276,1,P39,False,unlabeled
Q52280,1,P39,False,unlabeled
Q52284,1,P39,False,unlabeled
Q52292,1,P39,False,unlabeled
Q52304,1,P39,False,unlabeled
Q52316,1,P39,False,unlabeled
Q52320,1,P39,False,unlabeled
Q52328,2,"P39,P20",True,restored
Q52332,1,P39,False,unlabeled
Q52344,1,P39,False,unlabeled
Q52356,1,P39,False,unlabeled
Q52392,1,P39,False,unlabeled
Q52396,1,P39,False,unlabeled
Q52408,1,P39,False,unlabeled
Q52420,1,P39,False,unlabeled
Q52424,1,P39,False,unlabeled
Q52436,1,P39,False,unlabeled
Q52464,1,P39,False,unlabeled
Q52472,1,P39,False,unlabeled
Q52480,1,P39,False,unlabeled
Q52488,1,P39,False,unlabeled
Q52496,1,P39,False,unlabeled
Q52508,1,P39,False,unlabeled
Q52516,1,P39,False,unlabeled
Q52524,1,P39,False,unlabeled
Q52532,1,P39,False,unlabeled
Q52536,1,P39,False,unlabeled
Q52540,1,P39,False,unlabeled
Q52544,1,P39,False,unlabeled
Q52548,1,P39,False,unlabeled
Q52552,1,P39,False,unlabeled
Q52560,1,P39,False,unlabeled
Q52568,1,P39,False,unlabeled
Q52584,1,P39,False,unlabeled
Q52588,1,P39,False,unlabeled
Q52592,1,P39,False,unlabeled
Q52596,1,P39,False,unlabeled
Q52600,1,P39,False,unlabeled
Q52604,1,P39,False,unlabeled
Q52608,1,P39,False,unlabeled
Q52612,1,P39,False,unlabeled
Q52616,1,P39,False,unlabeled
Q52620,1,P39,False,unlabeled
Q52624,1,P39,False,unlabeled
Q52640,1,P39,False,unlabeled
Q52644,1,P39,False,unlabeled
Q52653,1,P39,False,unlabeled
Q52657,1,P39,False,unlabeled
Q52661,1,P39,False,unlabeled
Q52665,1,P39,False,unlabeled
Q52673,1,P39,False,unlabeled
Q52677,1,P39,False,unlabeled
Q52681,1,P39,False,unlabeled
Q52685,1,P39,False,unlabeled
Q52689,1,P39,False,unlabeled
Q52693,1,P39,False,unlabeled
Q52697,1,P39,False,unlabeled
Q52701,1,P39,False,unlabeled
Q52713,1,P39,False,unlabeled
Q52717,1,P39,False,unlabeled
Q52721,1,P39,False,unlabeled
Q52725,1,P39,False,unlabeled
Q52729,1,P39,False,unlabeled
Q52733,1,P39,False,unlabeled
Q52737,1,P39,False,unlabeled
Q52741,1,P39,False,unlabeled
Q52745,1,P39,False,unlabeled
Q52749,1,P39,False,unlabeled
Q52753,1,P39,False,unlabeled
Q52756,1,P39,False,unlabeled
Q52760,1,P39,False,unlabeled
Q52764,1,P39,False,unlabeled
Q52768,1,P39,False,unlabeled
Q52772,1,P39,False,unlabeled
Q52776,1,P39,False,unlabeled
Q52780,1,P39,False,unlabeled
Q52784,1,P39,False,unlabeled
Q52796,1,P39,False,unlabeled
Q52808,1,P39,False,unlabeled
Q52812,1,P39,False,unlabeled
Q52820,1,P39,False,unlabeled
Q52824,1,P39,False,unlabeled
Q52828,1,P39,False,unlabeled
Q52832,1,P39,False,unlabeled
Q52836,1,P39,False,unlabeled
Q52840,1,P39,False,unlabeled
Q52844,1,P39,False,unlabeled
Q52848,1,P39,False,unlabeled
Q52852,1,P39,False,unlabeled
Q52856,1,P39,False,unlabeled
Q52860,1,P39,False,unlabeled
Q52864,1,P39,False,unlabeled
Q52868,1,P39,False,unlabeled
Q52876,1,P39,False,unlabeled
Q52880,1,P39,False,unlabeled
Q52884,1,P39,False,unlabeled
Q52888,1,P39,False,unlabeled
Q52892,1,P39,False,unlabeled
Q52896,1,P39,False,unlabeled
Q52914,1,P39,False,unlabeled
Q52918,1,P39,False,unlabeled
Q52922,1,P39,False,unlabeled
Q52926,1,P39,False,unlabeled
Q52930,1,P39,False,unlabeled
Q52934,1,P39,False,unlabeled
Q52938,1,P39,False,unlabeled
Q52942,1,P39,False,unlabeled
Q52950,1,P39,False,unlabeled
Q52954,1,P39,False,unlabeled
Q52958,1,P39,False,unlabeled
Q52962,1,P39,False,unlabeled
Q52966,1,P39,False,unlabeled
Q52982,1,P39,False,unlabeled
Q52990,1,P39,False,unlabeled
Q52994,1,P39,False,unlabeled
Q53002,1,P39,False,unlabeled
Q53010,1,P39,False,unlabeled
Q53014,1,P39,False,unlabeled
Q53022,1,P39,False,unlabeled
Q53034,1,P39,False,unlabeled
